userName,score,at,content,label
Pengguna Google,1,07-09-2024 05:29,Resmi OJK tapi kalo telat bayar menghubungi kontak yang ada d hp bukan k kontak darurat tapi malah k nomer lain kecewa ....padahal selalu bayar walaupun kadang telat...toko pedia tiktok lah lebih oke ngga menghubungi kontak yg ada d hp... Kontak darurat oke lah ya kan kita yang cantumin shoppee ngga bangettt.. dikit lagi lunas sih ngga mau lagi pake shopee aplikasi lain banyak yang lebih oke,Negatif
Pengguna Google,5,07-09-2024 05:28,good,Positif
Pengguna Google,5,07-09-2024 05:28,Bagus,Positif
Pengguna Google,2,07-09-2024 05:26,"setelah diperbarui kok malah tidak bisa pilih jasa kirim walaupun free ongkir. yang dulu masih bisa milih jasa kirim skrng udh gak bisa, kalopun bisa harus nambah ongkir sendiri. alhasil pesanan sampai lebih lama. bahkan lamaaaaa sekali. BAD",Negatif
Pengguna Google,5,07-09-2024 05:26,Siiiiipppp...oke pisan lah..tingkatkan terus..mantaap,Positif
Pengguna Google,5,07-09-2024 05:25,Sangat puass,Positif
Pengguna Google,1,07-09-2024 05:24,"Tolong dari pihak shopee modah kan kami untuk melakukan registrasi spinjam , karena kami sudah berkali kali registrasi tapi gagal teruss ,Sekali ini tolong kerja sama nya",Negatif
Pengguna Google,1,07-09-2024 05:24,Untuk SPX adalah pengiriman paling terlama untuk pengiriman ke luar pulau . sudah 5 kali pembelian selalu melewati masa ekstimasi pengiriman,Negatif
Pengguna Google,5,07-09-2024 05:24,knp sopi saya gk bisa ke buka kedap kedip terus aneh,Positif
Pengguna Google,5,07-09-2024 05:24,Sangat baguss,Positif
Pengguna Google,5,07-09-2024 05:24,Bagus belanja di shopee barangnya sesuai dengan fotonya,Positif
Pengguna Google,5,07-09-2024 05:22,Ok,Positif
Pengguna Google,5,07-09-2024 05:20,Oke,Positif
Pengguna Google,5,07-09-2024 05:20,puas bgt belanja dsini,Positif
Pengguna Google,5,07-09-2024 05:20,Sejauh ini oke...,Positif
Pengguna Google,3,07-09-2024 05:19,hallo kak saya mau tanya kenpa ya setiap aku mau checkout tapi ngak bisa?🙏,Netral
Pengguna Google,5,07-09-2024 05:18,Sangat puas dengan barang yang ditawarkan,Positif
Pengguna Google,4,07-09-2024 05:18,Sangat bagus,Positif
Pengguna Google,5,07-09-2024 05:18,"Mudah ,pasti,puas. 😍😍😍😍😍",Positif
Pengguna Google,5,07-09-2024 05:18,lumayan puas,Positif
Pengguna Google,5,07-09-2024 05:17,Mantap,Positif
Pengguna Google,5,07-09-2024 05:16,👍,Positif
Pengguna Google,5,07-09-2024 05:16,Aplikasi shop yang sangat membantu mencari kebutuhan,Positif
Pengguna Google,5,07-09-2024 05:16,semoga aja berkembang dengan baik dan sukses selalu,Positif
Pengguna Google,1,07-09-2024 05:12,Q。。,Negatif
Pengguna Google,5,07-09-2024 05:12,Bagus,Positif
Pengguna Google,5,07-09-2024 05:11,"Pesanan sesuai, harga ekonomis dan sering dapat gratis ongkir🔥😊",Positif
Pengguna Google,5,07-09-2024 05:11,Puas aja,Positif
Pengguna Google,1,07-09-2024 05:09,Eh lu promosiin aplikasi jangan di platform novel dong gw ga bisa tenang baca novel gara gara iklan shoope,Negatif
Pengguna Google,1,07-09-2024 05:09,Buat iklan 1 aja ga usah bnyak bnyak setan,Negatif
Pengguna Google,5,07-09-2024 05:09,pertahan kan GTW ny,Positif
Pengguna Google,1,07-09-2024 05:09,saya lebih aman dan nyaman belanja di shoopee terima kasih Shopee,Negatif
Pengguna Google,5,07-09-2024 05:09,Baik dan juga bagus... Bkin ketagihan belanja di Shopee,Positif
Pengguna Google,1,07-09-2024 05:08,bagus,Negatif
Pengguna Google,5,07-09-2024 05:06,🫰🫰👍👍👍👍👍👍👍,Positif
Pengguna Google,5,07-09-2024 05:06,Bisa nggak sih tokoh-tokoh yang nipu orang yang menipu barang diblokir aja. Semakin hari semakin banyak tokoh yang nipu di dalam shopee ini kalau seperti ini mah bisa kecewa nih para pelanggan. Bisa-bisanya beralih lagi belanja beli ke toko yang mereka inginkan. Belanja online bukannya aman malah makin banyak orang nipu parah,Positif
Pengguna Google,5,07-09-2024 05:05,Mantap lah,Positif
Pengguna Google,1,07-09-2024 05:04,"Dari Semalem sampai siang ini barang2 di Shopie gak bisa cod, padahal kemarin2 nya masih bisa pesan cod, malah sekarang aku lagi nunggu pesanan yang dari tgl 4-9-2024 datang.",Negatif
Pengguna Google,5,07-09-2024 05:03,Saya sangat senang dengan adanya aplikasi shope sangat membantu untuk memudahkan saya dalam berbelanja mencari barang yang saya butuhkan dan selalu ada di shope,Positif
Pengguna Google,5,07-09-2024 05:03,Mantap,Positif
Pengguna Google,5,07-09-2024 05:02,Aplikasi Belanja paling recomended banget,Positif
Pengguna Google,4,07-09-2024 05:01,Cukup baik bagi saya,Positif
Pengguna Google,5,07-09-2024 05:00,👍,Positif
Pengguna Google,1,07-09-2024 05:00,"Maaf kalau pemberian bintang nya buruk soalnya agak kecewa dengan pengiriman shopee Semenjak tidak join lagi dengan j&t paket banyak yg di retur setiap kali pesan, karena peraturan dari shopee express paket hanya satu hari,jika kurir tiba di rumah terus kita lagi ada halangan atau tidak ada di tempat,udah paket langsung di retur,tapi waktu Masi pakai pengiriman jasa j&t batas waktu 3 hari,jadi kita Masi ada waktu untuk mengambil hari esoknya, tolong shopee di perbaiki lagi layanan pengirimannya",Negatif
Pengguna Google,4,07-09-2024 04:59,Sangat cocok untuk beli disini pada di lazada mending di shopee,Positif
Pengguna Google,5,07-09-2024 04:59,Bagus ini berguna untuk membeli atau menjual🔥🔥,Positif
Pengguna Google,5,07-09-2024 04:58,okee,Positif
Pengguna Google,5,07-09-2024 04:58,Biasa belanja online di situs ini...,Positif
Pengguna Google,5,07-09-2024 04:57,mohon diperbaiki kepada shopee tentang masalah cod.padahal tertera ada tanda cod ternyata tidak bisa cod.,Positif
Pengguna Google,5,07-09-2024 04:57,mntpppp shoppe pertahankan pelayanan dan bonus ongkir mu,Positif
Pengguna Google,5,07-09-2024 04:56,Mantap pokoknya,Positif
Pengguna Google,1,07-09-2024 04:56,ba ganggu kau,Negatif
Pengguna Google,5,07-09-2024 04:55,Sangat bermanfaat,Positif
Pengguna Google,4,07-09-2024 04:53,Mohon apk nya jangan tambah berat,Positif
Pengguna Google,1,07-09-2024 04:53,Shope butut ga jelas orang login malah minta maav ngk bisa,Negatif
Pengguna Google,1,07-09-2024 04:52,"Kurir spxnya parah sekali, labih baik pake kurir jnt",Negatif
Pengguna Google,5,07-09-2024 04:51,Pengiriman sanggat cepat aku suka shopee,Positif
Pengguna Google,4,07-09-2024 04:51,sudah lumayan sih untuk spx nya tapi masih sedikit lama sih karna 10 hari baru nyampe untuk yg REG. kalo untuk applikasinya oke banget sangat membantu untuk yg hobi belanja tapi males ribet,Positif
Pengguna Google,4,07-09-2024 04:51,Ibu negara yang paling hancur e,Positif
Pengguna Google,5,07-09-2024 04:50,Lumayan baik dalam hal transaksi tapi terkadang yg bikin kecewa kalau ada toko ditanya gak mau merespon...,Positif
Pengguna Google,1,07-09-2024 04:48,Iklan sangat menggagu,Negatif
Pengguna Google,5,07-09-2024 04:48,Good,Positif
Pengguna Google,5,07-09-2024 04:48,Ok,Positif
Pengguna Google,5,07-09-2024 04:47,"Saya sangat suka dengan aplikasi ini,k",Positif
Pengguna Google,5,07-09-2024 04:46,Good,Positif
Pengguna Google,1,07-09-2024 04:45,Expedisi shopee ke eeq,Negatif
Pengguna Google,5,07-09-2024 04:44,Mantap,Positif
Pengguna Google,5,07-09-2024 04:44,okeee,Positif
Pengguna Google,5,07-09-2024 04:44,Suka banget soalnya barang yg di pesen cepet bgt dateng nya,Positif
Pengguna Google,5,07-09-2024 04:44,karena bagus banget,Positif
Pengguna Google,5,07-09-2024 04:43,shopee is the best,Positif
Pengguna Google,5,07-09-2024 04:43,Enak dan terpercaya,Positif
Pengguna Google,3,07-09-2024 04:42,"Pengiriman menggunakan jne lemot banget, paket udah sampai di kota tujuan tapi belum kunjung di kirim ke alamat. Saran saya mending hapus aja jasa expedisi jne.",Netral
Pengguna Google,5,07-09-2024 04:42,Sangat puas,Positif
Pengguna Google,1,07-09-2024 04:42,Susah baget mau blanj ini itu,Negatif
Pengguna Google,5,07-09-2024 04:42,"Belanja di shoppe gak pernah tipu tipu, seller, barang, kurir di jamin memuaskan gak kaya yg lain BODOR",Positif
Pengguna Google,5,07-09-2024 04:42,"Aplikasi belanja online yang Bagus, banyak promo setiap bulannya",Positif
Pengguna Google,5,07-09-2024 04:41,Sangat bagus belanja di aplikasi shopee sangat murah dan barang yg bagus,Positif
Pengguna Google,5,07-09-2024 04:41,"Belanja lebih murah,dan pengiriman tepat waktu",Positif
Pengguna Google,5,07-09-2024 04:40,Mantap,Positif
Pengguna Google,5,07-09-2024 04:39,Sangat membantu,Positif
Pengguna Google,5,07-09-2024 04:38,Keren saya bisa membeli apa aja di sini,Positif
Pengguna Google,5,07-09-2024 04:38,Keren,Positif
Pengguna Google,1,07-09-2024 04:37,"Payah, pengiriman SPX orgnya dimana ngirimnya dimana payah banget",Negatif
Pengguna Google,5,07-09-2024 04:34,2024 shopee lumayan,Positif
Pengguna Google,5,07-09-2024 04:34,cepat akurat man,Positif
Pengguna Google,3,07-09-2024 04:32,Pengembalian dana nya lamaaaa,Netral
Pengguna Google,5,07-09-2024 04:31,aplikasi berjalan dengan lancar,Positif
Pengguna Google,2,07-09-2024 04:31,kak bisa bantu ga kenapa shopee saya ga bisa dibuka,Negatif
Pengguna Google,5,07-09-2024 04:31,Belanja di shoopy hemat,Positif
Pengguna Google,5,07-09-2024 04:31,Is the best,Positif
Pengguna Google,5,07-09-2024 04:30,Lumayan,Positif
Pengguna Google,5,07-09-2024 04:30,Semoga makin banyak promo² menarik lainnya. Dan untuk limit paylaternya ditambah lagi 😊,Positif
Pengguna Google,5,07-09-2024 04:30,Puas,Positif
Pengguna Google,5,07-09-2024 04:29,Mantap,Positif
Pengguna Google,5,07-09-2024 04:29,Kedepannya agar shoppe bisa kasi bonus kalo belanjanya udah puluhan juta,Positif
Pengguna Google,5,07-09-2024 04:28,Tidak pernah kecewa,Positif
Pengguna Google,5,07-09-2024 04:28,👍👍,Positif
Pengguna Google,5,07-09-2024 04:27,Sesuai dengan permintaan,Positif
Pengguna Google,5,07-09-2024 04:27,Lebih Murah dan ada banyak fitur yang membantu,Positif
Pengguna Google,5,07-09-2024 04:27,Bagus sangat membantu dalam proses pencarian kebutuhan,Positif
Pengguna Google,5,07-09-2024 04:27,Bagus,Positif
Pengguna Google,5,07-09-2024 04:26,sangat puas,Positif
Pengguna Google,1,07-09-2024 04:25,Mantap,Negatif
Pengguna Google,1,07-09-2024 04:25,Ini bintang 0 harus nya,Negatif
Pengguna Google,5,07-09-2024 04:25,sangat membantu semoga dapat hadiah dari shopee,Positif
Pengguna Google,5,07-09-2024 04:24,Shopi jos,Positif
Pengguna Google,5,07-09-2024 04:24,SUKA belanja di shopee banyak voucher Dan discon,Positif
Pengguna Google,5,07-09-2024 04:22,Shopping online yg mantul 👍,Positif
Pengguna Google,5,07-09-2024 04:21,"Klau saya selalu pesan di shop alha barangnya sesuai, terimakasih Shopee",Positif
Pengguna Google,1,07-09-2024 04:20,shopi gimana sih kamu .pesen sepatu GK sesuai wujud nya .biar bisa tlvn cantumi. dong nomer shopi yg bisa konsumen komplen,Negatif
Pengguna Google,5,07-09-2024 04:20,Bahanya bagus dan halus,Positif
Pengguna Google,5,07-09-2024 04:19,"Berkat shopee, belanja jadi mudah, dan gampang, karna smua produk ada shopee,,👍👍👍",Positif
Pengguna Google,5,07-09-2024 04:19,Wow,Positif
Pengguna Google,5,07-09-2024 04:18,Sangat puas belanja dishopee🥰😍😘,Positif
Pengguna Google,1,07-09-2024 04:16,Aplikasi paling mahal dan banyak biaya admin nya,Negatif
Pengguna Google,5,07-09-2024 04:16,"100% ori,mudah dalam belanja",Positif
Pengguna Google,5,07-09-2024 04:15,Puas kk,Positif
Pengguna Google,5,07-09-2024 04:14,"Semoga yang baik tetap terus ditingkatkan, khususnya untuk acc spay later nya 😁",Positif
Pengguna Google,1,07-09-2024 04:14,ngeleg weee,Negatif
Pengguna Google,5,07-09-2024 04:13,"apk ini sangat membantu sekali, saya sangat senang dengan apk shopee, terima kasih shopee",Positif
Pengguna Google,5,07-09-2024 04:13,Semoga beruntung,Positif
Pengguna Google,5,07-09-2024 04:13,"Suka bgt pkonya belanja di shopee sering"" in diskon ya min",Positif
Pengguna Google,5,07-09-2024 04:13,Sangat bagus dan membantu,Positif
Pengguna Google,5,07-09-2024 04:10,"Untuk produk keseluruhan shopee mohon di perbaiki lagi, sejauh ini sudah bagus tapi ada beberapa hal lain yang belum ok,, seperti pengiriman mohon jangan terlalu lama untuk yang masih daerah jakarta atau sekitarnya..dari Tangerang ke Jakarta tidak jauh kan..dan ada beberapa produk yang tidak sesuai gambar dan deskripsi...itu di perketat lagi",Positif
Pengguna Google,4,07-09-2024 04:10,jari pintar,Positif
Pengguna Google,5,07-09-2024 04:08,soope tmpat blnha onlen the besht...,Positif
Pengguna Google,5,07-09-2024 04:07,Kenapa selalu di suruh verikasi dulu setiap mau lihat produk,Positif
Pengguna Google,5,07-09-2024 04:06,Semiga amanqh sopee,Positif
Pengguna Google,5,07-09-2024 04:06,puas,Positif
Pengguna Google,5,07-09-2024 04:05,Baik nyaman,Positif
Pengguna Google,5,07-09-2024 04:04,Top,Positif
Pengguna Google,5,07-09-2024 04:03,pengiriman tepat waktu sesuai estimasi. terus tingkatkan pelayanan yg terbaik ke konsumen.,Positif
Pengguna Google,1,07-09-2024 04:03,"Makin lama makin pelit makin maruk shopee, admin penjual mahal, gratis ongkir susah di pake, ga bisa pilih kurir , komisi affiliate di turunin terus2an, produk rekomendasi di keranjang oren dengan alasan bisa mendapatkan komisi tambahan tapi nyatanya banyak banget yg ga ada komisi nya, kita tu juga manusia bukan robot yg bisa se enaknya di buat mainan",Negatif
Pengguna Google,5,07-09-2024 04:03,"Barangnya murah, gratis ongkir, barangnya tidak pernah mengecewakan",Positif
Pengguna Google,5,07-09-2024 04:03,"Bisa dg mudah belanja brbagai macam kebutuhan dr rumah saja.pilihan bnyak,range harga jg beragam.cuman skrg bebas ongkirnya msh mahal.lbh bnyk potongan klo pake shopee pay aja.cod an gk bnyk dapat potongan",Positif
Pengguna Google,5,07-09-2024 04:03,Selalu belanja di shopee Karena selalu di hati 😘😘😘,Positif
Pengguna Google,5,07-09-2024 04:02,pelayanan sangat cepat dan baik,Positif
Pengguna Google,5,07-09-2024 04:00,Top,Positif
Pengguna Google,5,07-09-2024 03:59,👍👍,Positif
Pengguna Google,3,07-09-2024 03:58,Sangat bagus dan berma3,Netral
Pengguna Google,5,07-09-2024 03:57,Suka sekali sama shoopee,Positif
Pengguna Google,4,07-09-2024 03:56,"Untuk berbelanja memang memudahkan tapi kenapa akhir"" ini harga di beranda sama harga pas chekout jauh berbeda tdinya kan engga udh gtu harga diskon pas di chekout jdi ngga diskon aneh bgt sekarang mah bingung sama Shopi baru kali ini ky gni GK jelas jdi MLS mau chekout padahal pas 8.8 kemarin masih aman"" ajah atau sekarang memang konsepnya gini atau gmna ya min mungkin aku kurang tau kalo ada perbaikan di shope",Positif
Pengguna Google,2,07-09-2024 03:56,"Saya kurangi bintangnya,soalnya kemarin saya belanja harganya tidak sesuai dengan waktu check out",Negatif
Pengguna Google,1,07-09-2024 03:55,"Iklannya lumayan mantap , sampai menutup aplikasi yang sedang berjalan dan sistemnya benar benar memaksa ,tidak bisa ditutup",Negatif
Pengguna Google,1,07-09-2024 03:52,Pendo,Negatif
Pengguna Google,5,07-09-2024 03:52,"Bisa belanja dari rumah tanpa merasa kepanasan dan capek, sangat murah dan praktis",Positif
Pengguna Google,5,07-09-2024 03:51,"Aplikasinya sering dapat gratis ongkir & potongan harga ongkir, terimakasih shopee..",Positif
Pengguna Google,5,07-09-2024 03:50,Sangat bagus di aplikasi shoopee ... Dan mudah untuk membelinya,Positif
Pengguna Google,5,07-09-2024 03:50,Nyaman di lihat dan kreatif. Saya suka.,Positif
Pengguna Google,1,07-09-2024 03:49,"semakin kesini semakin ga baik pelayanan ny, dan sering dbatalkan oleh toko atw pun pihak shope nyaa😌😌😌",Negatif
Pengguna Google,5,07-09-2024 03:49,Jossss,Positif
Pengguna Google,5,07-09-2024 03:48,"ok Shopee... tolong kepada Shopee Indonesia tadi barusan ada paket palsu kepada saya dengan harga 200 rb tapi saya tidak pernah pesan kepada seller tersebut, dah sering datang pada klrg saya tolong di tidak lanjuti yg tdk pertanggu jawab,,, di hawatirkan nanti danpak kepada kepercayaan konsumen kepada Shopee Indonesia... udah sering paket kosong dengan harga tinggi tapi kosong penipu.",Positif
Pengguna Google,5,07-09-2024 03:48,Bagus banget sumpahh,Positif
Pengguna Google,5,07-09-2024 03:48,Belanja Di shopy tidak pernah mengecewakan,Positif
Pengguna Google,1,07-09-2024 03:48,"Shoope sekarang sudah tidak aman dan tidak amanah.!! ada beberapa pesanan saya tinggal ditumpuk di ekspedisi SPX,.👎 saya komplain.. eehh malah akun saya diblokir, kalau ekspedisi SPX tidak bisa memberikan pelayanan dengan baik, setidaknya punya etika baik pada costumer, pelayanan shoope ke costumer sangat brengsek dan sangat buruk..👎👎👎",Negatif
Pengguna Google,5,07-09-2024 03:46,"Mudah,cepat,dan sangat membantu dengan program paylatterx.",Positif
Pengguna Google,5,07-09-2024 03:46,Sangaaattt puas dgn shopeee...🤩,Positif
Pengguna Google,5,07-09-2024 03:45,Belanja lebih mudah,Positif
Pengguna Google,5,07-09-2024 03:45,"Banyak diskon, banyak bonus, voucher bisa langsung ditukar dll👍 pokoknya sangat puas belanja disini sepertinya kita dimudahkan 🙏🇮🇩👍 NB: untuk outlet nakal sebaiknya dibuang saja, itu hanya akan mengotori ruang belanja di shopee 🙏",Positif
Pengguna Google,4,07-09-2024 03:42,Ada aja yang membuat menarik,Positif
Pengguna Google,5,07-09-2024 03:42,keren,Positif
Pengguna Google,1,07-09-2024 03:40,Setiap masuk notif dari shoope kenapa langsung masuk ke aplikasi ? itu mengganggu sekali !,Negatif
Pengguna Google,5,07-09-2024 03:40,Baik,Positif
Pengguna Google,4,07-09-2024 03:36,Aplikasi sungguh berguna 👍,Positif
Pengguna Google,5,07-09-2024 03:36,Sangat bagus,Positif
Pengguna Google,3,07-09-2024 03:36,sekarang penguriman tidak tepat waktu,Netral
Pengguna Google,1,07-09-2024 03:36,Iklan nya nganggu banget bisa gk sih iklan nya dikurangi nganggu orang lagi main iklan Shopee lagi Nonton iklan Shopee nganggu banget sih💢💢💢,Negatif
Pengguna Google,5,07-09-2024 03:36,Sangat suka,Positif
Pengguna Google,1,07-09-2024 03:36,"Woi, kenapa pas klik produk langsung otomatis buka video ? Padahal bukan di etalase shopee video. Ribet amat .",Negatif
Pengguna Google,5,07-09-2024 03:36,good,Positif
Pengguna Google,5,07-09-2024 03:35,bgus,Positif
Pengguna Google,5,07-09-2024 03:35,sangat bagus,Positif
Pengguna Google,5,07-09-2024 03:35,ok,Positif
Pengguna Google,3,07-09-2024 03:34,"Kurir Shopee sering salah mengantar paket ke rumah lain, padahal alamat saya sudah jelas. Hal ini sangat mengganggu dan bikin kesal. Saran saya, Shopee sebaiknya menyediakan nama dan nomor HP kurir yang mengantar paket. Jadi, kalau ada kebingungan, saya bisa langsung hubungi kurir untuk meminimalisir kesalahan pengantaran. Mohon perhatiannya untuk meningkatkan layanan ini.",Netral
Pengguna Google,5,07-09-2024 03:34,Sampai sekarang masih jadi platform olshop kesukaan saya.. Karena ada Shopee mall dengan merek2 terjamin,Positif
Pengguna Google,1,07-09-2024 03:34,"paling terganggu sama shopee video jualan, scroll kebawah kepencet shopee video tolong lah admin hapusin tuh shopee video",Negatif
Pengguna Google,3,07-09-2024 03:33,La tu bt FC to XL,Netral
Pengguna Google,2,07-09-2024 03:33,"Gra""Shopping apdet jdi lemut gak seru lgi",Negatif
Pengguna Google,5,07-09-2024 03:32,Bagus dari segi pelayanan informasi dan jaminan produk,Positif
Pengguna Google,1,07-09-2024 03:32,"SPX pengiriman terlama sejagat bumi, lazada 1-2 hari sampe , SPX walau da sampe dekat DC lokasi, di tahan dulu klo belum 3 hari.. sampah",Negatif
Pengguna Google,2,07-09-2024 03:31,shope bagus,Negatif
Pengguna Google,5,07-09-2024 03:31,Ok mantap,Positif
Pengguna Google,1,07-09-2024 03:30,"udah gabisa ubah pengiriman, klau mau ubah pengiriman bayar",Negatif
Pengguna Google,5,07-09-2024 03:28,Top,Positif
Pengguna Google,5,07-09-2024 03:27,mantap...sesuai...sangat bagus dan cocok buat smua mau blanja atau beli food ok punya,Positif
Pengguna Google,5,07-09-2024 03:27,"Membantu mencari kebutuhan apa saja yg saya butuhkan dan segera, tanpa harus nyari nyari keluar rumah",Positif
Pengguna Google,5,07-09-2024 03:26,Shopee semakin didepan,Positif
Pengguna Google,5,07-09-2024 03:26,Makin mudah berbelanja & pengiriman semakin cepat,Positif
Pengguna Google,1,07-09-2024 03:23,"Pengiriman nya GK jelas, barang GK sampe dananya lama banget balik",Negatif
Pengguna Google,5,07-09-2024 03:22,Bintang yg menilai,Positif
Pengguna Google,1,07-09-2024 03:21,"dry kapan limit spinjam & shopelater ga nambah2 gajelas SHOPPE , udah bayar SPinjam tp ga kepotong2 bawel banget telepon trus GANGGU PADAHAL UDH DI BAYAR",Negatif
Pengguna Google,5,07-09-2024 03:20,suka,Positif
Pengguna Google,4,07-09-2024 03:20,Kok ga bisa cod ya?,Positif
Pengguna Google,5,07-09-2024 03:20,Kecewa setiap mengajukan spaylater gak bisa terus.kedepannya bantu ACC dong,Positif
Pengguna Google,5,07-09-2024 03:20,Cerita nya bagus,Positif
Pengguna Google,5,07-09-2024 03:19,Sangat bagus sekali,Positif
Pengguna Google,1,07-09-2024 03:19,"Mnyandang gelar platinum trun ke gold.stelah transaksi sdh dilunasi dr jauh2 hari,bahkan bulan. Dampaknya paylater dibekukan.ada niat tuk menghapus akun.kendala di spaylater.karena msh ada saldo.",Negatif
Pengguna Google,4,07-09-2024 03:18,"dengan adanya shoppy jd sangat terbantu saya, bisa belanja sambil rebahan, pelayanannya jg sangat baik, lumayan puas lh belanja d shoppy.. Mudah mudahn barang barang nya gk akn pernah mengecewakn pembeli, selalu sesuai dg permintaan, dn sesuai dg yg d promosikan,gk cuma promosi bodong.🙏🙏🙏",Positif
Pengguna Google,5,07-09-2024 03:18,Setiap barang yg saya pesan sesuai dgn yg di gambar tw yg di live puas pokok ya,Positif
Pengguna Google,1,07-09-2024 03:17,"Ampas,gj, cringe",Negatif
Pengguna Google,1,07-09-2024 03:14,makin kacau sopee pengiriman super lelet terakhir 4 kali pesanan lambat terus melebihi estimasi,Negatif
Pengguna Google,5,07-09-2024 03:13,Maen di atas atap...mantap,Positif
Pengguna Google,2,07-09-2024 03:13,Shopee sekarang udah susah dapet gratis ongkir jadi males beli dishopee lagi mending toko sebelah,Negatif
Pengguna Google,5,07-09-2024 03:13,"Aplikasi bagus banget,,cumaa kenapa di akunku pas aku buat live koq nggak ada fitur filter wajah & magic ya? Tolong kasih aku solusi dong",Positif
Pengguna Google,5,07-09-2024 03:12,semoga lebih amanah lagi platform nya,Positif
Pengguna Google,4,07-09-2024 03:12,bgus,Positif
Pengguna Google,3,07-09-2024 03:11,Setelah update aplikasi jadi lemot..sering muncul notif jaringan bermasalah..padahal buat aplikasi lain atau streaming 2k aja lancar..,Netral
Pengguna Google,1,07-09-2024 03:11,"Kenapa buka aplikasi yg keluar live belanjaan,lama2 kaya tik tok.. Saya mau lihat belanjaan bukan mau lihat live..kalau mau lihat live itu pilihan. Mending lihat tik tok.",Negatif
Pengguna Google,5,07-09-2024 03:10,Bagus komplain sya terlayani dengan baik,Positif
Pengguna Google,5,07-09-2024 03:10,Lanjutkan.cuma kadang lemot,Positif
Pengguna Google,2,07-09-2024 03:10,"ni DC SUNTER berantakan banget bikin mangkar penjualan aja heran hampir 2 Minggu paketan ngga sampe², tolong dong pihak shoppe segera bertindak",Negatif
Pengguna Google,1,07-09-2024 03:06,"Turunkan Bunganya Spinjam nya, Terlalu Tinggi Bunganya",Negatif
Pengguna Google,5,07-09-2024 03:04,Bisa Cod.dan barangnya bagus bagus👌,Positif
Pengguna Google,5,07-09-2024 03:03,Shopee keren,Positif
Pengguna Google,1,07-09-2024 03:02,"HAPUS JASA PENGIRIMAN SPX EXPRESS, 10 HARI PAKET GAGERAK!!",Negatif
Pengguna Google,4,07-09-2024 03:00,Bnm nlop*oooppojm look llpp on:awewe,Positif
Pengguna Google,5,07-09-2024 02:59,Sangat membantu kebutuhan,Positif
Pengguna Google,5,07-09-2024 02:59,Memudahkan untuk belanja segala keperluan,Positif
Pengguna Google,5,07-09-2024 02:57,Terimakasih shopping,Positif
Pengguna Google,1,07-09-2024 02:55,pihak shopee seharusnya meminta verifikasi kepada orang yang dijadikan sebagai kontak darurat dipinjaman orang lain. saya merasa sangat terganggu sekali karna dijadikan sebagai kontak darurat tanpa persetujuan saya. mohon diperbaiki,Negatif
Pengguna Google,4,07-09-2024 02:55,kasih bintang 4 dulu karena masih dalam percobaan... kalau bagus nanti di tambah lagi bintang nya,Positif
Pengguna Google,4,07-09-2024 02:53,pengiriman lebih cepat,Positif
Pengguna Google,5,07-09-2024 02:52,Sangat membantu membeli barang murah tapi tidak murahan. Apalagi ditempat kami yang apa apa serba mahal.,Positif
Pengguna Google,5,07-09-2024 02:52,Apl yg sangat bagus bt sy.. dan sangat membantu dlm transaksi.,Positif
Pengguna Google,4,07-09-2024 02:51,Supaya terus meningkatkan pelayanan dan harga,Positif
Pengguna Google,4,07-09-2024 02:50,Sip Sip,Positif
Pengguna Google,5,07-09-2024 02:48,Mantap,Positif
Pengguna Google,5,07-09-2024 02:48,mantap,Positif
Pengguna Google,1,07-09-2024 02:47,Kenapa shoppe paylater saya engga bisa di gunakan lagi?,Negatif
Pengguna Google,5,07-09-2024 02:47,Sangat puas dan suka belanja lewat shoppi,Positif
Pengguna Google,5,07-09-2024 02:46,Mantap,Positif
Pengguna Google,5,07-09-2024 02:45,"Bermanfaat sekali, makasih shopee",Positif
Pengguna Google,5,07-09-2024 02:42,cocok untuk yg suka belanja tpi nyari diskon yg gede,Positif
Pengguna Google,1,07-09-2024 02:42,Sangat menyebalkan pelayanan shope ini.. beli paket data uda 4 hari sampai sekarang belum dikirim. Ditelvon cs nya selalu bilang akan di laporakn ke tim terkait tapi cs nya yang lain bilang belum dilaporkan juga... Pelayanan nya sangat jelekk.. padahal org tiap bulan selalu beli pket data di shopee. Tapi kek gini pelayanannya. Tidak amanah sama sekali. Uang uda di tf tapi sampek sekarang gakk juga dikirim. Besok ke besok alasannya....,Negatif
Pengguna Google,1,07-09-2024 02:42,Aplikasi tolol,Negatif
Pengguna Google,1,07-09-2024 02:41,sangat di sayangkan sekali. pdhl shopee isinya lengkap tpi kurir spx semuaa gak jelas.. tidak pernah chat dulu ketika paket mau datang. di apk juga tidak ada tulisan pesanan sedang diantar ke alamat tujuan. barang COD bayar di tempat dan dirumah tidak ada orang. malah tanya tetangga. kenapa tidak WA saya dulu? apakah di hp kurir tidak tertera nomor WA saya?. saya sudah kapok dengan COD bayar di tempat. dan mash banyak lagi kejadian tidak enak dgn kurir SPX,Negatif
Pengguna Google,5,07-09-2024 02:41,Good,Positif
Pengguna Google,3,07-09-2024 02:38,Saya pengguna setia shopee kecewa Krn sekarang pencarian TDK akurat...yg dicari jam tgn fosil malah yg muncul skmei...dan pencarian produk lainya jg bgitu tdk akurat,Netral
Pengguna Google,5,07-09-2024 02:37,Sangat puas,Positif
